,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
0,Peggy Morgan,"6' 1""",135 lbs.,"70""",,"Dec 16, 1979",2.27,23%,8.2,33%,0,0%,50%,0
0,Enrique Marin,"5' 10""",170 lbs.,"74""",,"Sep 02, 1986",1.43,33%,3,50%,2.5,38%,60%,1
0,Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",2.83,54%,2.93,36%,0,0%,25%,0.8
0,Jon Manley,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 07, 1986",1.13,20%,4.33,45%,1,7%,20%,0
0,Ho Bae Myeon,"5' 11""",168 lbs.,--,Orthodox,--,3.16,16%,3.16,83%,0,0%,0%,0
0,Fabio Mello,"5' 5""",155 lbs.,--,Southpaw,--,0.86,35%,3.94,50%,0,0%,0%,0
0,Tony Martin,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",2.77,40%,2.94,57%,1.11,25%,52%,1.2
0,Kazunari Murakami,"6' 1""",220 lbs.,--,Orthodox,"Nov 29, 1973",0,0%,0,0%,0,0%,0%,0
0,Charles McTorry,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",3.51,33%,2.35,64%,1.7,42%,71%,0.2
0,Ruslan Magomedov,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",4.02,47%,1.47,66%,0.33,100%,88%,0
0,Joe Moreira,"5' 11""",195 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
0,Francesco Maturi,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Keith Mielke,"5' 8""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984",1.91,54%,2.62,55%,0.67,15%,50%,0.7
0,Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",3.34,53%,3.74,49%,0.58,21%,71%,0.4
0,Cole Miller,"6' 1""",145 lbs.,"74""",Orthodox,"Apr 26, 1984",3,33%,3.88,59%,0.6,36%,38%,1.8
0,Che Mills,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",2.08,52%,2.87,43%,1.18,66%,58%,0
0,Vinny Magalhaes,"6' 3""",205 lbs.,"79""",Orthodox,"Jul 02, 1984",2.14,24%,3.97,68%,1.55,44%,66%,0.8
0,Kelly Velasco,"5' 9""",135 lbs.,--,Orthodox,"May 21, 1995",2.27,35%,5.67,47%,0,0%,100%,0
0,Mike Malott,"6' 0""",145 lbs.,--,,--,4.53,36%,4.53,51%,2,33%,0%,0
0,Josh McDonald,--,185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Scott McDonald,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Sean McCorkle,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976",0.85,44%,2.48,52%,2.12,40%,33%,4.2
0,Felix Lee Mitchell,--,--,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Marvin Maldonado,"5' 6""",135 lbs.,--,,--,0.87,56%,3.47,43%,0,0%,20%,0
0,Steve Mann,"6' 1""",170 lbs.,--,,--,3.18,70%,0.66,57%,1.64,100%,60%,0
0,Micah Miller,"6' 0""",145 lbs.,--,Orthodox,"Feb 14, 1987",1.33,33%,2.15,54%,0.98,37%,21%,2
0,Ashkan Mokhtarian,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985",1.95,43%,3.66,43%,0.54,16%,33%,0
0,Andy Murad,"5' 9""",185 lbs.,--,,--,2.6,76%,2.87,32%,1,20%,42%,0
0,Don Madge,"6' 0""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990",1.41,30%,2.4,66%,0,0%,50%,0
0,Chris Mierzwiak,"6' 1""",185 lbs.,--,,"Feb 14, 1988",1.6,61%,1.73,48%,2,28%,0%,1
0,Vitor Miranda,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979",3.39,46%,2.89,57%,0.47,40%,51%,0
0,Wagner da Conceicao Martins,"6' 7""",390 lbs.,--,Orthodox,"May 19, 1978",1.91,37%,5.43,42%,2.2,100%,100%,0
0,Belal Muhammad,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",4.63,43%,3.94,60%,2.48,39%,90%,0.2
0,Chris Manuel,"5' 9""",135 lbs.,--,Orthodox,"Jul 21, 1987",2.53,40%,2.67,66%,1,20%,100%,0
0,Andrew Montanez,--,185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Terry Martin,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",2.68,41%,3.26,53%,3.01,40%,92%,0
0,Rory MacDonald,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",3.75,42%,2.8,62%,1.77,47%,88%,0.4
0,Bernardo Magalhaes,"5' 9""",155 lbs.,"65""",Orthodox,"Apr 08, 1981",1.8,27%,3.37,68%,0,0%,0%,0.5
0,Rob McCullough,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977",2.47,36%,2.84,59%,0.46,100%,68%,0
0,Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",2.79,44%,2.06,64%,2.29,36%,66%,0
0,Luis Mendoza,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Todd Medina,"5' 10""",193 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
0,Chad Mendes,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",2.76,49%,2.14,68%,4.08,54%,100%,0.3
0,Jason Miller,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 24, 1980",1.83,43%,2.3,49%,1.31,28%,43%,1.3
0,Antonio Mendes,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",1.34,47%,6.85,22%,2.51,50%,100%,0
0,Jose Maria,"5' 5""",125 lbs.,--,Orthodox,"Jan 04, 1982",3.2,53%,3.98,52%,2.32,27%,33%,2.3
0,Jason McLean,"5' 5""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Pietro Menga,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988",0,0%,0,0%,0,0%,0%,0
0,Billy Miles,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978",0,0%,1.25,33%,0,0%,0%,0
0,Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",3.79,41%,2.5,74%,0.45,50%,71%,0
0,Alonzo Menifield,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",4.34,47%,1.39,52%,0,0%,60%,0
0,Gabriel Miglioli,"5' 8""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Dustin Moore,"5' 4""",125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Claudio Mattos,--,185 lbs.,--,Orthodox,--,0,0%,3.53,0%,0,0%,0%,0
0,Kin Moy,"5' 5""",135 lbs.,--,,--,2.3,33%,1.93,62%,1.67,42%,50%,1.7
0,Clay Mitchell,"6' 2""",185 lbs.,--,,--,1.63,85%,0,0%,0,0%,100%,4.1
0,Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",3.25,33%,2.81,64%,0.47,25%,60%,0.5
0,William Patolino,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",4.92,54%,3.96,65%,1.85,45%,78%,0
0,Justin Martin,"6' 0""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Michael Mangan,--,155 lbs.,--,,--,1.94,33%,4.52,46%,19.35,50%,100%,0
0,Bill Mahood,"6' 3""",200 lbs.,--,Orthodox,"Feb 01, 1967",1.54,85%,3.59,17%,0,0%,0%,3.9
0,Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",3.05,48%,2.16,56%,2.51,41%,66%,0.9
0,Guy Mezger,"6' 1""",200 lbs.,--,Orthodox,"Jan 01, 1968",2.3,32%,1.36,72%,0.39,50%,88%,0
0,Fazlo Mulabitinovic,--,135 lbs.,--,,--,0.54,16%,0,100%,0,0%,0%,8
0,Dave Menne,"5' 10""",170 lbs.,--,Orthodox,"Jul 29, 1974",1.84,44%,1.99,42%,0.46,50%,57%,2.5
0,Brandon Melendez,"5' 11""",155 lbs.,--,Southpaw,"Mar 24, 1983",0.84,26%,0.56,63%,0,0%,25%,0
0,Steve Mensing,"5' 11""",185 lbs.,--,Orthodox,"Dec 06, 1977",0,0%,9.51,42%,0,0%,0%,0
0,Jeremy Malaterre,"5' 11""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Adam Milstead,"6' 3""",240 lbs.,"76""",Orthodox,"Jul 03, 1987",3.9,46%,4.1,48%,0,0%,64%,0
0,Danny Mitchell,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 08, 1986",2.53,49%,2.53,52%,0,0%,100%,3
0,Derrick Mehmen,"6' 4""",205 lbs.,--,,"May 30, 1985",1.93,14%,4.53,48%,1,16%,0%,0
0,Flavio Luiz Moura,"5' 11""",183 lbs.,--,Open Stance,--,0.67,16%,0,0%,0,0%,0%,0
0,Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8
0,Shoji Maruyama,"5' 7""",139 lbs.,--,Orthodox,"Apr 24, 1983",1.4,63%,0.27,55%,0,0%,54%,0
0,Max Mustaki,"6' 0""",155 lbs.,--,Orthodox,"Nov 07, 1987",0,0%,0,0%,0,0%,0%,0
0,Reza Madadi,"5' 11""",155 lbs.,"72""",Orthodox,"Jun 20, 1978",2.51,46%,3.31,66%,3.17,33%,89%,0.5
0,John Marsh,"6' 0""",265 lbs.,--,Orthodox,"Sep 15, 1970",0.83,42%,2.23,40%,0.43,100%,54%,0.4
0,Vladimir Matyushenko,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",1.9,44%,1.62,59%,3.25,46%,70%,0.1
0,Tim McKenzie,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",1.37,54%,2.96,44%,0,0%,28%,2.1
0,Aliev Makhmud,"5' 6""",195 lbs.,--,Southpaw,"Feb 13, 1970",1.12,30%,2.24,36%,2.1,50%,0%,0
0,Jeremiah Metcalf,"6' 1""",185 lbs.,--,Orthodox,--,1.74,59%,0.27,60%,4.02,66%,100%,2
0,Mike Minniger,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Vitaly Minakov,"6' 2""",249 lbs.,--,,"Feb 06, 1985",0,0%,0,0%,0,0%,0%,0
0,Kazuo Misaki,"5' 8""",183 lbs.,--,Orthodox,"Apr 25, 1976",2.85,40%,2.74,63%,0.72,38%,51%,0.6
0,Christina Marks,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",5,58%,3,64%,7.5,100%,0%,0
0,Tom Murphy,"6' 2""",227 lbs.,--,Southpaw,"Nov 19, 1974",2.5,71%,0.17,84%,7.51,85%,0%,2.5
0,Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",4.77,44%,3.4,66%,1,50%,88%,0
0,Bubba McDaniel,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983",1.64,44%,1.98,56%,0.93,50%,50%,1.4
0,Alonzo Martinez,"5' 10""",155 lbs.,--,,"Apr 22, 1984",3.07,27%,7.33,52%,0,0%,0%,0
0,Miika Mehmet,--,205 lbs.,--,Orthodox,--,0.33,12%,7.29,24%,0,0%,0%,0
0,Jon Koppenhaver,"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981",2.32,60%,3.17,43%,1.16,50%,40%,0
0,Cody McKenzie,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",1.74,34%,2.5,67%,2.5,25%,14%,2.5
0,John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",2.62,43%,2.5,57%,0.66,25%,44%,1
0,Pat Miletich,"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968",1.79,45%,1.66,63%,1.96,100%,54%,1
0,James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",2.39,48%,3.86,40%,0,0%,79%,0.2
0,Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",3.46,46%,2.66,56%,0,0%,66%,0
0,Alex Morono,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",4.27,41%,2.78,64%,0,0%,50%,0.5
0,Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",4.51,51%,4,65%,1,21%,50%,0
0,Cesar Marscucci,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",0.97,30%,2.87,59%,1.06,12%,66%,0.7
0,Azamat Murzakanov,"5' 11""",205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",2.8,40%,3.53,32%,0,0%,25%,0
0,Nazareno Malegarie,"5' 8""",155 lbs.,"70""",,"May 16, 1986",3.87,34%,3.27,69%,1,33%,0%,0
0,Bristol Marunde,"6' 1""",170 lbs.,"71""",Orthodox,"Apr 20, 1982",1.42,21%,4.4,47%,1.6,33%,14%,0
0,Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",2.81,45%,3.51,62%,0.99,29%,75%,0.4
0,Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",1.58,37%,2.02,46%,1.28,44%,43%,0
0,Ibragim Magomedov,"6' 0""",250 lbs.,--,Orthodox,--,0.26,4%,3.86,42%,0,0%,0%,0
0,AJ McKee,"5' 10""",145 lbs.,--,,--,2.75,32%,0.92,80%,11.01,100%,100%,11
0,Angela Magana,"5' 1""",115 lbs.,"65""",,"Aug 02, 1983",1.53,28%,4.92,42%,0.4,25%,28%,0.4
0,Richardson Moreira,"6' 2""",185 lbs.,"72""",Orthodox,"Mar 31, 1984",1.17,28%,1.83,67%,0,0%,100%,0
0,Scott McAfee,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",0,0%,1.33,50%,0,0%,0%,0
0,Joe Martin,"5' 9""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Don'Tale Mayes,"6' 6""",260 lbs.,"82""",Orthodox,"Jan 16, 1992",1.2,30%,3.17,37%,0,0%,66%,0
0,Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",2.73,28%,3.77,63%,3,45%,36%,0
0,Zach Makovsky,"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",1.94,43%,2.24,62%,3.71,30%,56%,0.3
0,John Matua,"6' 2""",400 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Dokonjonosuke Mishima,"5' 7""",155 lbs.,--,Southpaw,"Apr 19, 1972",1.06,41%,1.22,52%,2.47,40%,25%,1.4
0,Leonardo Morales,"5' 8""",135 lbs.,"68""",Southpaw,"Dec 22, 1992",2.05,47%,2.05,58%,0,0%,62%,0
0,Maryna Moroz,"5' 7""",115 lbs.,"67""",Orthodox,"Sep 08, 1991",3.15,24%,3.79,55%,0.2,20%,47%,0.6
0,Max Martyniouk,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Gan McGee,"6' 10""",265 lbs.,--,Orthodox,"Nov 20, 1976",2.2,29%,2.31,59%,0.65,25%,83%,0
0,Henry Martinez,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983",2.79,25%,4.01,60%,0,0%,80%,0
0,Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",4.15,46%,2.96,67%,1.73,58%,78%,0.4
0,Marcelo Mello,"5' 7""",170 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
0,Veronica Macedo,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",1.69,41%,4.65,37%,0.54,100%,50%,0.5
0,Antonio McKee,"5' 8""",155 lbs.,--,Southpaw,"Mar 12, 1970",1.37,45%,0.74,74%,1.47,33%,57%,0
0,Jack Morrison,"5' 11""",205 lbs.,--,,--,0,0%,19.31,40%,0,0%,0%,0
0,Carmelo Marrero,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",0.84,34%,2.04,54%,3.21,36%,36%,0.9
0,Yoshiro Maeda,"5' 7""",139 lbs.,"68""",Southpaw,"Oct 31, 1981",2.36,33%,2.55,63%,2.93,51%,50%,0.7
0,Eliot Marshall,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",1.93,27%,2.39,67%,0.47,33%,79%,0.9
0,Zabit Magomedsharipov,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",4.53,50%,2.19,67%,6.56,58%,77%,1.2
0,Lolohea Mahe,--,--,--,,--,1.71,29%,6.92,40%,2.44,40%,0%,0
0,Phillip Miller,"5' 11""",185 lbs.,--,Orthodox,"Feb 20, 1979",1.61,54%,1.93,50%,3.62,25%,100%,0.6
0,Alberto Mina,"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982",3.23,38%,3.7,47%,1.85,20%,50%,0
0,Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",2.78,37%,2.76,65%,0.56,28%,38%,1
0,Liam McGeary,"6' 6""",205 lbs.,--,,"Oct 04, 1982",1.28,48%,1.92,50%,0.51,100%,0%,2.5
0,Andre Mussi,"6' 3""",242 lbs.,--,Orthodox,--,0,0%,10.59,35%,0,0%,0%,0
0,Tatsuya Mizuno,"6' 1""",205 lbs.,--,Southpaw,"Jun 02, 1981",2.25,37%,3.52,53%,1.19,25%,40%,3.6
0,Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983",1.83,26%,2.3,57%,0.78,14%,54%,0
0,Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",0.18,12%,4.03,56%,2.67,60%,0%,2.7
0,Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",2.08,45%,3.59,54%,2.74,24%,50%,1.4
0,Rob MacDonald,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",1.8,50%,2.04,46%,7.19,80%,80%,5.4
0,Brian McLaughlin,"5' 9""",155 lbs.,--,,"May 12, 1984",0,0%,0,0%,0,0%,0%,0
0,Brad Mitchell,"5' 11""",145 lbs.,--,,"Oct 10, 1974",1.15,33%,4.2,52%,0,0%,100%,1.9
0,Brad Morris,"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979",0.5,62%,6.95,27%,0,0%,0%,0
0,Nicco Montano,"5' 5""",125 lbs.,"65""",Southpaw,"Dec 16, 1988",7.44,40%,5.28,67%,1.8,50%,77%,0.6
0,Anistavio Medeiros,"5' 6""",145 lbs.,--,Orthodox,"May 01, 1988",3.64,44%,5,47%,0,0%,0%,0
0,Jim Mullen,"6' 1""",215 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
0,Justin McElfresh,"6' 6""",205 lbs.,--,Orthodox,"Jan 04, 1980",4.59,26%,12.79,41%,0,0%,0%,0
0,Bryce Mejia,"6' 1""",170 lbs.,--,,--,3.49,62%,6.98,50%,0,0%,0%,0
0,David Mitchell,"6' 0""",170 lbs.,"76""",Orthodox,"Oct 24, 1979",1.74,32%,2.06,55%,0.66,50%,29%,2
0,Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",2.65,33%,3.02,64%,2.71,41%,61%,0.9
0,AJ Matthews,"5' 11""",185 lbs.,--,,--,5.11,52%,4.96,51%,0,0%,100%,0
0,Pedro Munhoz,"5' 6""",135 lbs.,"64""",Orthodox,"Sep 07, 1986",4.19,39%,5.44,58%,1.37,25%,60%,1.4
0,Ryuichi Murata,"5' 8""",183 lbs.,--,Orthodox,--,0.84,36%,1.89,50%,4.74,50%,100%,3.2
0,Carl Malenko,"5' 11""",200 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Aaron Miller,"5' 9""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Brandon Michaels,"5' 9""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Drew McFedries,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",5.13,51%,4.56,52%,1.42,100%,56%,0.7
0,Islam Makhachev,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",2.33,63%,0.74,65%,4.46,85%,100%,1.1
0,Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",3.75,50%,1.21,68%,1.59,60%,59%,1.1
0,Daijiro Matsui,"5' 9""",200 lbs.,--,Orthodox,"Dec 05, 1972",0.84,45%,1.69,55%,1.83,30%,43%,0.4
0,Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",2.87,35%,4.14,60%,0,0%,76%,0.5
0,Ryan McGillivray,"5' 11""",170 lbs.,--,,"Sep 27, 1986",1.27,20%,2.2,52%,0,0%,44%,0
0,Bronson Mohika,--,135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Conor McGregor,"5' 9""",170 lbs.,"74""",Southpaw,"Jul 14, 1988",5.82,47%,4.55,57%,0.92,62%,73%,0
0,Jesse Moreng,"5' 7""",145 lbs.,--,Orthodox,"Nov 09, 1979",1.26,40%,2.08,48%,5.56,100%,100%,0
0,Michael McBride,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 09, 1986",4.08,48%,5.85,40%,1.85,42%,30%,1.2
0,Tiffany Masters,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994",3.53,62%,2.58,50%,3.06,60%,0%,0
0,Kaline Medeiros,"5' 3""",115 lbs.,--,,--,2.06,70%,0.29,83%,4.41,100%,0%,4.4
0,Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",1.56,38%,2.44,51%,0,0%,0%,1.1
0,Nico Musoke,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",3.56,35%,3.8,57%,1.16,19%,82%,0.2
0,Anthony Morrison,"5' 7""",145 lbs.,--,Orthodox,"Mar 29, 1984",1.7,33%,0.49,80%,0,0%,50%,0
0,Naoki Matsushita,"5' 6""",155 lbs.,--,Orthodox,--,3.3,32%,2.2,63%,1.5,100%,0%,0
0,Fabio Maldonado,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",5.29,58%,4.31,53%,0.44,57%,61%,0.6
0,Troy Mandaloniz,"5' 9""",170 lbs.,--,Orthodox,"Feb 01, 1980",3.52,56%,4.71,63%,3.1,66%,57%,0
0,Vinicius Magalhaes,--,145 lbs.,--,,"Jul 30, 1971",0,0%,0,0%,0,0%,0%,0
0,Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",2.03,36%,3.06,49%,1.67,54%,47%,1.8
0,Ryan McGivern,"6' 0""",185 lbs.,--,Orthodox,"Jan 17, 1980",2.22,29%,2.22,57%,0,0%,0%,0
0,Harry Moskowitz,"6' 5""",275 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Clayton MacFarlane,--,170 lbs.,--,,--,1.33,52%,1.82,55%,1.05,33%,37%,0
0,David Marshall,"6' 2""",170 lbs.,--,,"Aug 24, 1984",0,0%,0,0%,0,0%,0%,0
0,Zachary Micklewright,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976",5.56,53%,4.72,54%,0.7,12%,100%,0
0,Ricardo Morais,"6' 8""",270 lbs.,--,Orthodox,"Feb 26, 1967",2.86,37%,2.39,53%,0,0%,0%,0
0,Michelle Maher,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Motoki Miyazawa,"5' 11""",168 lbs.,--,Southpaw,--,1.23,28%,3.91,61%,0,0%,0%,0
0,Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",2.82,34%,2.46,46%,3.26,66%,50%,2.2
0,James McSweeney,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",3.94,55%,4.33,42%,0.52,33%,100%,1.1
0,Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",3.66,44%,2.71,69%,1.38,55%,66%,0.2
0,Augusto Mendes,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983",2.42,34%,3.91,56%,1.75,33%,80%,0
0,Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",3.56,54%,2.94,45%,1.15,22%,34%,0.9
0,Lauren Murphy,"5' 7""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.73,40%,3.81,60%,1,30%,62%,0
0,Rudyard Moncayo,"5' 10""",195 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Ronny Markes,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",2.17,53%,2.43,45%,3.13,40%,100%,0.5
0,Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",3.59,39%,3.25,67%,2.08,30%,88%,0
0,Adam Meredith,"6' 2""",170 lbs.,--,,--,2.63,50%,2.11,55%,7.89,100%,100%,7.9
0,Jack May,"6' 8""",255 lbs.,"79""",Switch,"Apr 14, 1981",1.52,38%,3.29,33%,0.91,33%,20%,0
0,Bobby McAndrews,--,--,--,Orthodox,--,2.56,83%,1.03,50%,0,0%,33%,7.7
0,Damir Mirenic,"6' 0""",185 lbs.,--,Orthodox,"Aug 02, 1974",0.84,50%,9.86,35%,0,0%,0%,0
0,Tamdan McCrory,"6' 4""",185 lbs.,"78""",Switch,"Nov 05, 1986",2.07,49%,1.6,46%,2.28,50%,33%,2.5
0,Yancy Medeiros,"5' 10""",170 lbs.,"75""",Orthodox,"Sep 07, 1987",4.39,36%,5.22,48%,0.15,33%,83%,0.6
0,Miles McDonald,"5' 7""",115 lbs.,--,,"Aug 13, 1991",5.1,45%,4,43%,0,0%,100%,1
0,Kristof Midoux,"6' 1""",220 lbs.,--,Orthodox,"Jul 30, 1974",0.7,43%,2.89,49%,0,0%,0%,0
0,Bojan Mihajlovic,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",1.23,35%,5.95,47%,0,0%,33%,0
0,John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",5.17,50%,3.75,71%,0,0%,87%,0
0,Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2.59,53%,1.57,61%,1.21,65%,75%,0.4
0,Eiji Mitsuoka,"5' 7""",145 lbs.,--,Southpaw,"Jan 01, 1976",1.49,49%,2.26,45%,2.3,36%,20%,1.6
0,Julian Marquez,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990",3.8,40%,3.33,53%,0,0%,52%,3
0,Juan Miranda,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Gina Mazany,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988",2.43,48%,2.21,50%,3.36,77%,20%,0
0,Michael McDonald,"5' 11""",205 lbs.,--,Orthodox,"Feb 06, 1965",0,0%,0.4,50%,0,0%,0%,0
